"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Likes,Shares,Comments,Saves,Reach,Follows
18101189554915531,17841453062216232,ahoraliving,"AHORA - THE ART OF LIVING","Our Full Moon Celebration yesterday was a magical evening full of laughter, connection and aliveness. ✨ 

🪶 Purifying ritual to clear space inviting Virgo energy 
🌺 Red tones to honor the Blood Full Moon 
🍫 Sacred cacao that we could not get enough of 
🎶 Medicine music that touched us deeply 
💃🏻 Ecstatic dance so lit up everyone asking for the set 
🧘🏻‍♀️ Soothing sound journey to integrate the moved energy

Thank you @yogalibre___ for sharing your heart with us. All the best luck for your tour. 

Our next event 1.4.26 - the last one before the summer break at @almaiso.tenerife .

Something really special is brewing… ✨

#consciousliving #tenerife #conscioustenerife #fullmoon",11,"03/04/2026 01:44",https://www.instagram.com/reel/DVdSRvHCPDI/,"IG reel",,Lifetime,1121,23,2,4,0,,
18084840842223942,17841403214939900,nicolarohner.breathwork,"Nicola Rohner | high balance™ | Breathwork Ausbildung","Hello beautiful souls 🌿- living in Tenerife 

A new in person Breathwork Cycle is about to come - 

⏰This Saturday, 7th March in 📍the beautiful space @almaiso.tenerife from 10:30 to 12:30.

Breakthrough is a monthly Healing Circle — a gentle, breath-led journey to release, reconnect, and come back to inner clarity. 🙌

A space to slow down, regulate the nervous system, and restore balance through grounded breathwork in the spirit of high balance™️.

Held with the intention of supporting your personal healing while also contributing to the wider collective field.

You feel the call?
☝️Link im Linktree, in Bio 

#breathwork
#bewusstsein
#mindbodyconnection
#innerclarity
#selfhealingjourney
#presence
#healingenergy
#innerpeace",22,"03/02/2026 08:09",https://www.instagram.com/reel/DVY108WjS2J/,"IG reel",,Lifetime,365,4,1,0,0,,
17857961118565033,17841453062216232,ahoraliving,"AHORA - THE ART OF LIVING","This is how we roll… 🌕🐺

Will you join us upcoming Tuesday?

All details linked in bio! 🔗

#fullmoonceremony #tenerife #conscioustenerife",87,"02/27/2026 04:10",https://www.instagram.com/reel/DVQsKXyCKmj/,"IG reel",,Lifetime,2639,66,6,10,0,,
17872215822550041,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","INTERNATIONAL WOMEN’S DAY - CHARITY EVENT
with Simona & Anne-Lise

An afternoon where we rise together and uplift women beyond our circle.

Through somatic practices and vocal activation, you are invited to reclaim your power, liberate your body and free your voice. @anneliseanicka voice healer and guide, gently leads you back to sovereignty through intuitive singing and embodied expression.

We gather in sisterhood and close with Indian chai and a women’s circle, sharing our lived wisdom and empowerment tools.

All proceeds go directly to Flor di Loto Foundation, supporting women in India on their path to independence through.

By women. For women.
Women rising for women.

📍 Finca El Drago
🗓 March 8 · 2–5pm
🎟 Entry by donation

Please reserve your spot via @somatic_healing_alchemy 

—

DÍA INTERNACIONAL DE LA MUJER · EVENTO SOLIDARIO
con Simona & Anne-Lise

Una tarde para elevarnos juntas y apoyar a mujeres más allá de nuestro círculo.

A través de prácticas somáticas y activación vocal, estás invitada a reconectar con tu poder, liberar tu cuerpo y abrir tu voz. @anneliseanicka sanadora y guía de la voz, te acompaña suavemente de regreso a tu soberanía mediante el canto intuitivo y la expresión encarnada.

Nos reunimos en hermandad y cerramos con chai indio y un círculo de mujeres, compartiendo nuestra sabiduría vivida y herramientas de empoderamiento.

Todos los beneficios serán destinados directamente a la Fundación Flor di Loto, apoyando a mujeres en India en su camino hacia la independencia.

Por mujeres. Para mujeres.
Mujeres elevando a mujeres.

📍 Finca El Drago
🗓 8 de marzo · 14:00–17:00
🎟 Entrada mediante donación

Reserva tu plaza a través de @somatic_healing_alchemy 

#womensupportwomen #womensday #8m #voicehealing #tenerife",0,"02/26/2026 06:16",https://www.instagram.com/p/DVOWGsojNDC/,"IG carousel",,Lifetime,1474,31,5,5,3,579,1
18342750316211102,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","Almaíso is built by many hands.

Every corner you see,
every garden path,
every stone, every flower, every space carries the touch of our community.

This land has been shaped by people who care.
By those who plant, restore, clean, cook, hold circles, share music, build with intention.

When you walk through this land, you are walking through the devotion of a community that believes in regeneration, connection and shared creation. 🌿

—

Almaíso está construido por muchas manos.

Cada rincón que ves,
cada sendero del jardín,
cada piedra, cada flor, cada espacio lleva el toque de nuestra comunidad.

Esta tierra ha sido moldeada por personas que cuidan.
Por quienes plantan, restauran, limpian, cocinan, sostienen círculos, comparten música y construyen con intención.

Cuando caminas por esta tierra, estás caminando a través de la devoción de una comunidad que cree en la regeneración, la conexión y la creación compartida. 🌿
#retreatcenter #retreat #retreatleaders #tenerife",31,"02/24/2026 10:04",https://www.instagram.com/reel/DVJmIdODOpk/,"IG reel",,Lifetime,1900,45,2,9,1,1182,0
18093848926821722,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","WILD FEMININE RETREAT with @thewildfem 
A journey to feel safe, sacred and at home in your body.

Held in sisterhood, this retreat invites you to gently reclaim the parts of your feminine that were once called “too much.” Through embodied practices and conscious exploration, you are supported to release shame, reconnect with your boundaries and deepen your sense of self-trust.

You leave feeling grounded in your body, confident in your voice and open to receive love and intimacy with greater presence and depth.

📍 Almaíso · Tenerife
🗓 March 26–30, 2026
🎟 Limited spots available

Please register via @thewildfem or visit thewildfem.com/retreat

—

WILD FEMININE RETREAT con @thewildfem 
Un viaje para sentirte segura, sagrada y en casa en tu propio cuerpo.

Sostenido en hermandad, este retiro te invita a recuperar con suavidad las partes de tu femenino que alguna vez fueron llamadas “demasiado”. A través de prácticas corporales y una exploración consciente, recibirás el apoyo necesario para liberar la vergüenza, reconectar con tus límites y profundizar en la confianza en ti misma.

Te irás sintiéndote enraizada en tu cuerpo, segura en tu voz y abierta a recibir amor e intimidad con mayor presencia y profundidad.

📍 Almaíso · Tenerife
🗓 26–30 de marzo de 2026
🎟 Plazas limitadas

Por favor, regístrate a través de @thewildfem o visita thewildfem.com/retreat

#feminineretreat #womenempowerment #retreat #retreatcenter",0,"02/19/2026 10:01",https://www.instagram.com/p/DU8uStpDGym/,"IG carousel",,Lifetime,1855,23,7,7,5,835,1
17848625670646451,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","Holding a retreat at Casa Enna carries its own quiet magic, with the Practice Room ✨

Morning light on the floor.
The volcano in the distance.
The sea breathing below.

Practice feels different here.
Softer. Deeper.

Some spaces stay in the body
long after you leave.

—

Sostener un retiro en Casa Enna tiene su propia magia silenciosa, con la Sala de Prática ✨

La luz de la mañana sobre el suelo.
El volcán en la distancia.
El mar respirando abajo.

La práctica se siente diferente aquí.
Más suave. Más profunda.

Algunos espacios permanecen en el cuerpo
mucho tiempo después de que te vayas.
#retreat #retreatcente #yogashala #yoga #yogaroom",0,"02/16/2026 10:33",https://www.instagram.com/p/DU1Dki8jLUd/,"IG carousel",,Lifetime,1733,45,2,9,5,749,2
18097276709502173,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","Almaíso veggie box: fresh from the field to your plate. 🌱

Harvested straight from Almaíso Verde, our permaculture project dedicated to regenerating this land. Each veggie box is freshly picked by our team, grown organically with care, and lovingly delivered to our guests.

Curated by the season and guided by what is ready and thriving in the garden, the Almaíso Veggie Box follows the natural rhythm of the land.

Available to order on-site by our guests.
It doesn’t get much fresher than this 🥹

—

Veggie Box de Almaíso: del campo a tu plato. 🌱

Cosechado directamente de Almaíso Verde, nuestro proyecto de permacultura dedicado a regenerar esta tierra. Cada cesta de verduras se recoge a mano por nuestro equipo, se cultiva de forma orgánica con cuidado y se entrega con cariño a nuestros huéspedes.

Seleccionada según la temporada y guiada por lo que está listo y floreciendo en el huerto, la Veggie Box de Almaíso sigue el ritmo natural de la tierra.

Disponible para nuestros huéspedes.
Más fresco que esto, no se puede 🥹",21,"02/10/2026 10:28",https://www.instagram.com/reel/DUlmQrcDA4z/,"IG reel",,Lifetime,1373,48,4,6,2,823,3
18093386048059220,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","Journey Through Chakras - a Yoga & Adventure Retreat with Aga 🧘🏻‍♀️

This week-long immersive retreat is an invitation to slow down, reconnect and realign.

Through yoga, breath and mindful practices, each day explores a different energy centre, supporting clarity, balance and inner transformation.

Alongside the inner journey, we experience the natural beauty of Tenerife through gentle adventure, time in nature and shared moments of connection. A balanced rhythm of exploration and rest, depth and lightness.

🗓 April 1–7, 2026
📍 Tenerife · Almaíso
✨ Yoga · Chakras · Nature · Connection

For more information and bookings, visit @aga.tokarskaa or send a whatsapp message to +44 745 4616 122

—-

Journey Through Chakras · Retiro de Yoga y Aventura con Aga 🧘🏻‍♀️

Este retiro inmersivo de una semana es una invitación a bajar el ritmo, reconectar y realinearte.

A través del yoga, la respiración y prácticas conscientes, cada día explora un centro energético diferente, apoyando la claridad, el equilibrio y la transformación interior.

Junto al viaje interno, descubrimos la belleza natural de Tenerife mediante aventura suave, tiempo en la naturaleza y momentos compartidos de conexión. Un ritmo equilibrado entre exploración y descanso, profundidad y ligereza.

🗓 1–7 de abril de 2026
📍 Tenerife · Almaíso
✨ Yoga · Chakras · Naturaleza · Conexión

Para más información y reservas, visita @aga.tokarskaa o envía un mensaje por WhatsApp al +44 745 4616 122

#yoga #yogatenerife #retreat #retreatcenter",0,"02/06/2026 04:42",https://www.instagram.com/p/DUaraz-jOwC/,"IG carousel",,Lifetime,2014,33,0,2,4,754,0
17861762094592004,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","Our Yoga Hall invites people to connect, letting the body soften and the mind rest.

Here, connection happens quietly and joyfully.
Through breath, movement and presence.
Through the simple joy of being together.

For retreat leaders, everything is in place
to support the experiences you come to hold.

At Almaíso, we help create the conditions where connection feels natural and retreats unfold with ease.
Invite your community like @ahoraliving did here to share a beautiful moment with cacao and music 🤍

—-

Nuestra Sala de Yoga invita a conectar, permitiendo que el cuerpo se suavice
y que la mente descanse.

Aquí, la conexión sucede de forma silenciosa y alegre.
A través de la respiración, el movimiento y la presencia.
A través de la simple alegría de estar juntos.

Para quienes facilitan retiros, todo está dispuesto para acompañar las experiencias que vienen a sostener.

En Almaíso, ayudamos a crear las condiciones para que la conexión se sienta natural y los retiros se desarrollen con fluidez.
#retreatcenter #retreatleaders #yoga #yogatenerife",29,"02/03/2026 07:16",https://www.instagram.com/reel/DUTOioTDFpJ/,"IG reel",,Lifetime,2280,63,13,7,4,1231,5
18093913321790227,17841443632345798,ravimargayoga,"Ravi Marga Yoga | Yoga Alliance Registered School","Upcoming Yoga Teacher Trainings in Tenerife 🌊🕉️

Join us for a transformative Yoga Alliance certified journey in the magical setting of Tenerife. Held at the beautiful Finca Almaiso each retreat offers a unique opportunity to dive deep into yoga, sound healing, and self-discovery — surrounded by nature, silence, and the ocean breeze.

🗓️November 1–18, 2026",17,"02/03/2026 05:44",https://www.instagram.com/reel/DUTD6PUis_R/,"IG reel",,Lifetime,1285,70,5,0,0,,
18099101608810278,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","Full Moon Gathering at Almaíso 🌕

Under the light of the full moon, we gather to move, feel and connect.
This night welcomes a new voice to the island — Kia · @yogalibre___ , bringing her music, presence and sound into the circle.

An evening shaped by ritual, rhythm and togetherness.

🗓 Sunday · February 1, 2026
⏰ 17:30 – 22:30
📍 Almaíso · Finca El Drago
🎟 Limited tickets via @ahoraliving 

✨ Join the circle. Come as you are.

—
Encuentro de Luna Llena en Almaíso 🌕

Bajo la luz de la luna llena, nos reunimos para movernos, sentir y conectar.
Esta noche da la bienvenida a una nueva voz en la isla — Kia @yogalibre___ , trayendo su música, presencia y sonido al círculo.

Una velada moldeada por el ritual, el ritmo y la unión.

🗓 Domingo · 1 de febrero de 2026
⏰ 17:30 – 22:30
📍 Almaíso · Finca El Drago
🎟 Entradas limitadas vía @ahoraliving 

✨ Únete al círculo. Ven tal como eres.
#retreatcenter #fullmoon #fullmoonceremony #retreatleader",0,"01/30/2026 10:03",https://www.instagram.com/p/DUJOpClDNFk/,"IG carousel",,Lifetime,2518,27,3,9,2,878,1
18126104926552409,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","What if connection is what brings us home to ourselves?

Connection is one of the pillars of Almaíso.
Connection with yourself, with others, and with nature.

Moments of true connection are one of the greatest gifts a retreat can hold.

When people gather in this place and the space is gently held, something deeper begins to unfold.

Connection lives in presence and truth.
In moments of honest sharing, or simply in feeling.

In stillness and awareness, a subtle knowing appears:
I am seen.
I belong.
I am held by the people and the land around me.

I am home 💛

—-

¿Y si la conexión fuera lo que nos devuelve a casa, a nosotros mismos?

La conexión es uno de los pilares de Almaíso.
Conexión contigo, con los demás y con la naturaleza.

Los momentos de conexión auténtica son uno de los mayores regalos que puede ofrecer un retiro.
Cuando las personas se reúnen en este lugar y el espacio es sostenido con cuidado,
algo más profundo comienza a desplegarse.

La conexión vive en la presencia y en la verdad.
En momentos de compartir honesto,
o simplemente en el sentir.

En la quietud y la conciencia, aparece un saber sutil: Soy vista.
Pertenezco.
Estoy sostenida por las personas y la tierra que me rodean.

Estoy en casa 💛
#retreat #retreats #spirituality #retreatcenter #retreatcentrespain",24,"01/29/2026 04:12",https://www.instagram.com/reel/DUGBXq9DNKT/,"IG reel",,Lifetime,1997,29,7,4,1,1275,4
17959591235903916,17841453062216232,ahoraliving,"AHORA - THE ART OF LIVING","We are so excited to invite you to our upcoming Full Moon Celebration on Sunday 1st of February at the gorgeous @almaiso.tenerife (at Finca El Drago in La Orotava)🌕🐺✨

The Full Moon in Leo invites us to awaken our fire within, connect with our authentic expression, and shine our light unapologetically. 🦁✨

We are bringing in a new talent on the island and are very excited for you to meet Kia - @yogalibre___ (playing one of her original songs “Mariposa”). 🦋

You can check out her album on Spotify to get into the mood. 😏

The evening will be a complete experience with conscious connection games, a sacred cacao ceremony accompanied by a live concert, an ecstatic dance and a sound healing journey. 

You can find all the details on the program and more in the ticket link. ✨

🗓️ Sunday 1.2.26 
📍 Almaiso - Finca El Drago (La Orotava) 
⏰ 17:30 - 22.30 PM 
🎟️ Limited tickets, early birds until Wed 28th of January. 
🔗 Ticket link in bio

We would love to welcome you! 🫶🏻

#Tenerife #consciousevents #consciouseventstenerife #cacao #ecstaticdance",25,"01/27/2026 03:20",https://www.instagram.com/reel/DUAw2YTiKIe/,"IG reel",,Lifetime,12562,102,29,11,0,,
17966941380007654,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","Alma en Canto is a community singing circle held by the Almaíso community and gently guided by Pauline.

An open space to share voice and presence.
No performance, no pressure.
You are welcome to sing, listen or simply be.

🗓 Every Thursday. First circle: January 29
⏰ 19:00 - 20:30
📍 Almaíso · Finca El Drago
🎟 Tickets available via the link in our bio.

Come as you are.
The circle is open. 🎶✨

—

Alma en Canto es un círculo de canto comunitario
sostenido por la comunidad de Almaíso y guiado con delicadeza por Pauline.

Un espacio abierto para compartir la voz y la presencia.
Sin performance, sin presión.
Eres bienvenidx a cantar, escuchar o simplemente estar.

🗓 Todos los jueves. Primer círculo: 29 de enero
⏰ 19:00 – 20:30
📍 Almaíso · Finca El Drago
🎟 Entradas disponibles a través del enlace en nuestra bio

Ven tal como eres.
El círculo está abierto. 🎶✨
#retreat #kiran #retreatcenter #tenerife",0,"01/26/2026 03:14",https://www.instagram.com/p/DT-MoNQDFQf/,"IG carousel",,Lifetime,3217,64,12,9,3,1242,4
18039005744524879,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","Joy doesn’t grow in isolation.
It expands when we are surrounded by people and places that invite us to open, share and be fully present.

At Almaíso, joy unfolds naturally through connection, nature and shared experience.

—

La alegría no crece en aislamiento.
Se expande cuando estamos rodeados de personas y lugares que nos invitan a abrirnos, compartir y estar plenamente presentes.

En Almaíso, la alegría se despliega de forma natural
a través de la conexión, la naturaleza y la experiencia compartida.
#retreat #retreatcenter #retreatleader #staticdance",23,"01/21/2026 11:25",https://www.instagram.com/reel/DTyMuEMjPOT/,"IG reel",,Lifetime,2457,51,10,2,5,1341,3
17976165995813922,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","An invitation for women to embody their truth.

Through movement, rhythm and elemental guidance,
this retreat opens space for expression, presence
and deep reconnection with the self.

📍 Almaíso · Finca El Drago
📅 February 11–17, 2026
🗣 Session held in Germany and English

Please register via juttasteinbusch.de
Further details on how to find us will be shared after registration.

#retreat #retreatleader #womensupportingwomen #fincaeldrago",0,"01/18/2026 08:38",https://www.instagram.com/p/DTqLaFvDCV1/,"IG carousel",,Lifetime,1683,23,5,12,4,621,0
18382935703157751,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","A space that invites stillness and holds movement with care.

Our Yoga Hall carries a calm, grounded energy,
opened to wide ocean views that support focus, presence and a deeper sense of concentration. 

Thoughtfully designed and fully equipped,
the space offers natural ease and clarity
for the work you come to share at Almaíso.

A wall of mirrors can gently disappear behind curtains,
allowing the room to shift with each practice and intention.

Everything is in place, waiting to support
movement, stillness and ceremony alike.

If you feel called to open your retreat in this space,
it is ready to receive what you wish to hold and guide. ✨

—-

Un espacio que invita a la quietud y sostiene el movimiento con cuidado.

Nuestra Sala de Yoga transmite una energía calma y enraizada, abierta a amplias vistas al océano que favorecen el enfoque, la presencia y una sensación más profunda de concentración.

Diseñada con intención y totalmente equipada,
el espacio ofrece fluidez y claridad natural
para el trabajo que vienes a compartir en Almaíso.

Una pared de espejos puede desaparecer suavemente tras cortinas,
permitiendo que la sala se transforme con cada práctica e intención.

Todo está en su lugar, esperando acompañar
el movimiento, la quietud y la ceremonia por igual.

Si sientes el llamado a abrir tu retiro en este espacio,
está listo para recibir aquello que deseas sostener y guiar. ✨
#retreatcenter #tenerife #teneriffa #yoga #yogagram",15,"01/14/2026 10:57",https://www.instagram.com/reel/DTgHuvTDJIx/,"IG reel",,Lifetime,2470,96,8,5,16,1358,10
18182430886366421,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","Breathwork Healing Circle with @nicolarohner.breathwork 

An invitation to return to your breath and remember its quiet yet powerful impact on your body, mind, and soul.

At Almaíso, this circle unfolds in a calm, nature-held space, where conscious connected breathing, movement, intention, and sound open an intimate space for release, clarity, and inner transformation.

📍 Almaíso · Finca El Drago
🗓 Every first Saturday of the month
🗣 Session held in English

Please register via @nicolarohner.breathwork 
Further details on how to find us will be shared after registration.

—

Círculo de Sanación con Respiración con @nicolarohner.breathwork 

Una invitación a volver a tu respiración
y recordar su impacto silencioso y poderoso
en tu cuerpo, mente y alma.

En Almaíso, este círculo se despliega en un espacio tranquilo, sostenido por la naturaleza, donde la respiración consciente conectada, el movimiento, la intención y el sonido abren un espacio íntimo para la liberación, la claridad y la transformación interior.

📍 Almaíso · Finca El Drago
🗓 Cada primer sábado del mes
🗣 Sesión impartida en inglés

Por favor, inscríbete a través de @nicolarohner.breathwork
Los detalles sobre cómo llegar se compartirán tras la inscripción.

#retreatcenter #retreatleader #spirituality #breathworkhealing",0,"01/11/2026 05:00",https://www.instagram.com/p/DTXw1H9DOoT/,"IG carousel",,Lifetime,1442,20,3,4,2,607,0
18381013933155952,17841458665026585,the.conscious.events,"Co~Nectar • Conscious Festival Tenerife","A new year opens. ✨

We step into it with a clear intention:
to slow down, feel deeper and create spaces where we meet ourselves and other with presence.

For this new year, we wish you to be in spaces where you could find connection as nourishment, experience as medicine, and the body as a place of truth.
What we cultivate together doesn’t end with a festival — it continues in how we live, relate, and choose.

May this year invite more listening, more honesty, and more embodied connection.
May we keep choosing depth over noise, and presence over rush.

This is Co~Nectar.
And the journey continues. 🌿",59,"01/02/2026 05:19",https://www.instagram.com/reel/DTAnyL8iIAl/,"IG reel",,Lifetime,2311,72,3,5,0,,
18108532552652130,17841462002176953,almaiso.tenerife,"Almaíso at Finca El Drago","A new year opens a new cycle.
A moment to plant seeds, lay foundations and trust the quiet work of regeneration.
May what we nurture today transform the days ahead. 🌱✨

—

Un nuevo año abre un nuevo ciclo.
Un momento para sembrar semillas, sentar las bases y confiar en el trabajo silencioso de la regeneración.
Que lo que cultivamos hoy transforme los días que vienen. 🌱✨

 #retreat #retreatcenter #permaculture",21,"01/01/2026 03:28",https://www.instagram.com/reel/DS92Ea0DPpG/,"IG reel",,Lifetime,1944,35,3,0,3,1196,1
